"Register address Field Type Accuracy Unit Min. Max. Read and write attributes Remarks Confidentiality level","Register address (Hex)","Field",,"Accuracy","Unit","Min","Max",,"Remarks",,"Mask claculation",
,"142A","IVCurve_Voltage110","U16","0,1","V",,,"R","IV curve sweep voltage 110",,,0
,"142B","IVCurve_Current110","U16","0,01","A",,,"R","IV curve scan current 110",,,0
,"142C","IVCurve_Voltage111","U16","0,1","V",,,"R","IV curve sweep voltage 111",,,0
,"142D","IVCurve_Current111","U16","0,01","A",,,"R","IV curve scan current 111",,,0
,"142E","IVCurve_Voltage112","U16","0,1","V",,,"R","IV curve sweep voltage 112",,,0
,"142F","IVCurve_Current112","U16","0,01","A",,,"R","IV curve scan current 112",,,0
,"1430","IVCurve_Voltage113","U16","0,1","V",,,"R","IV curve sweep voltage 113",,,0
,"1431","IVCurve_Current113","U16","0,01","A",,,"R","IV curve scan current 113",,,0
,"1432","IVCurve_Voltage114","U16","0,1","V",,,"R","IV curve sweep voltage 114",,,0
,"1433","IVCurve_Current114","U16","0,01","A",,,"R","IV curve sweep current 114",,,0
,"1434","IVCurve_Voltage115","U16","0,1","V",,,"R","IV curve sweep voltage 115",,,0
,"1435","IVCurve_Current115","U16","0,01","A",,,"R","IV curve sweep current 115",,,0
,"1436","IVCurve_Voltage116","U16","0,1","V",,,"R","IV curve sweep voltage 116",,,0
,"1437","IVCurve_Current116","U16","0,01","A",,,"R","IV curve scan current 116",,,0
,"1438","IVCurve_Voltage117","U16","0,1","V",,,"R","IV curve sweep voltage 117",,,0
,"1439","IVCurve_Current117","U16","0,01","A",,,"R","IV curve scan current 117",,,0
,"143A","IVCurve_Voltage118","U16","0,1","V",,,"R","IV curve sweep voltage 118",,,0
,"143B","IVCurve_Current118","U16","0,01","A",,,"R","IV curve scan current 118",,,0
,"143C","IVCurve_Voltage119","U16","0,1","V",,,"R","IV curve sweep voltage 119",,,0
,"143D","IVCurve_Current119","U16","0,01","A",,,"R","IV curve scan current 119",,,0
,"143E","IVCurve_Voltage120","U16","0,1","V",,,"R","IV curve sweep voltage 120",,,0
,"143F","IVCurve_Current120","U16","0,01","A",,,"R","IV curve sweep current 120",,,0
,"1440","AddressMask_Config_ReadOnly_Result6","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.",,"00000000","0000000F"
,"1441",,,,,,,,,,,
,"1442",,,,,,,,,,,
,"1443",,,,,,,,,,,
,"1444","IVCurve_Voltage121","U16","0,1","V",,,"R","IV curve sweep voltage 121",,0,0
,"1445","IVCurve_Current121","U16","0,01","A",,,"R","IV curve scan current 121",,,0
,"1446","IVCurve_Voltage122","U16","0,1","V",,,"R","IV curve scan voltage 122",,,0
,"1447","IVCurve_Current122","U16","0,01","A",,,"R","IV curve scan current 122",,,0
,"1448","IVCurve_Voltage123","U16","0,1","V",,,"R","IV curve scan voltage 123",,,0
,"1449","IVCurve_Current123","U16","0,01","A",,,"R","IV curve scan current 123",,,0
,"144A","IVCurve_Voltage124","U16","0,1","V",,,"R","IV curve scan voltage 124",,,0
,"144B","IVCurve_Current124","U16","0,01","A",,,"R","IV curve scan current 124",,,0
,"144C","IVCurve_Voltage125","U16","0,1","V",,,"R","IV curve sweep voltage 125",,,0
,"144D","IVCurve_Current125","U16","0,01","A",,,"R","IV curve sweep current 125",,,0
,"144E","IVCurve_Voltage126","U16","0,1","V",,,"R","IV curve sweep voltage 126",,,0
,"144F","IVCurve_Current126","U16","0,01","A",,,"R","IV curve scan current 126",,,0
,"1450","IVCurve_Voltage127","U16","0,1","V",,,"R","IV curve sweep voltage 127",,,0
,"1451","IVCurve_Current127","U16","0,01","A",,,"R","IV curve scan current 127",,,0
,"1452","IVCurve_Voltage128","U16","0,1","V",,,"R","IV curve scan voltage 128",,,0
,"1453","IVCurve_Current128","U16","0,01","A",,,"R","IV curve scan current 128",,,0
,"1454","IVCurve_Voltage129","U16","0,1","V",,,"R","IV curve sweep voltage 129",,,0
,"1455","IVCurve_Current129","U16","0,01","A",,,"R","IV curve scan current 129",,,0
,"1456","IVCurve_Voltage130","U16","0,1","V",,,"R","IV curve sweep voltage 130",,,0
,"1457","IVCurve_Current130","U16","0,01","A",,,"R","IV curve scan current 130",,,0
,"1458","IVCurve_Voltage131","U16","0,1","V",,,"R","IV curve sweep voltage 131",,,0
,"1459","IVCurve_Current131","U16","0,01","A",,,"R","IV curve scan current 131",,,0
,"145A","IVCurve_Voltage132","U16","0,1","V",,,"R","IV curve sweep voltage 132",,,0
,"145B","IVCurve_Current132","U16","0,01","A",,,"R","IV curve scan current 132",,,0
,"145C","IVCurve_Voltage133","U16","0,1","V",,,"R","IV curve sweep voltage 133",,,0
,"145D","IVCurve_Current133","U16","0,01","A",,,"R","IV curve scan current 133",,,0
,"145E","IVCurve_Voltage134","U16","0,1","V",,,"R","IV curve sweep voltage 134",,,0
,"145F","IVCurve_Current134","U16","0,01","A",,,"R","IV curve scan current 134",,,0
,"1460","IVCurve_Voltage135","U16","0,1","V",,,"R","IV curve sweep voltage 135",,,0
,"1461","IVCurve_Current135","U16","0,01","A",,,"R","IV curve scan current 135",,,0
,"1462","IVCurve_Voltage136","U16","0,1","V",,,"R","IV curve scan voltage 136",,,0
,"1463","IVCurve_Current136","U16","0,01","A",,,"R","IV curve scan current 136",,,0
,"1464","IVCurve_Voltage137","U16","0,1","V",,,"R","IV curve sweep voltage 137",,,0
,"1465","IVCurve_Current137","U16","0,01","A",,,"R","IV curve scan current 137",,,0
,"1466","IVCurve_Voltage138","U16","0,1","V",,,"R","IV curve sweep voltage 138",,,0
,"1467","IVCurve_Current138","U16","0,01","A",,,"R","IV curve scan current 138",,,0
,"1468","IVCurve_Voltage139","U16","0,1","V",,,"R","IV curve sweep voltage 139",,,0
,"1469","IVCurve_Current139","U16","0,01","A",,,"R","IV curve scan current 139",,,0
,"146A","IVCurve_Voltage140","U16","0,1","V",,,"R","IV curve sweep voltage 140",,,0
,"146B","IVCurve_Current140","U16","0,01","A",,,"R","IV curve sweep current 140",,,0
,"146C","IVCurve_Voltage141","U16","0,1","V",,,"R","IV curve sweep voltage 141",,,0
,"146D","IVCurve_Current141","U16","0,01","A",,,"R","IV curve scan current 141",,,0
,"146E","IVCurve_Voltage142","U16","0,1","V",,,"R","IV curve sweep voltage 142",,,0
,"146F","IVCurve_Current142","U16","0,01","A",,,"R","IV curve scan current 142",,,0
,"1470","IVCurve_Voltage143","U16","0,1","V",,,"R","IV curve scan voltage 143",,,0
,"1471","IVCurve_Current143","U16","0,01","A",,,"R","IV curve scan current 143",,,0
,"1472","IVCurve_Voltage144","U16","0,1","V",,,"R","IV curve scan voltage 144",,,0
,"1473","IVCurve_Current144","U16","0,01","A",,,"R","IV curve scan current 144",,,0
,"1474","IVCurve_Voltage145","U16","0,1","V",,,"R","IV curve sweep voltage 145",,,0
,"1475","IVCurve_Current145","U16","0,01","A",,,"R","IV curve scan current 145",,,0
,"1476","IVCurve_Voltage146","U16","0,1","V",,,"R","IV curve sweep voltage 146",,,0
,"1477","IVCurve_Current146","U16","0,01","A",,,"R","IV curve scan current 146",,,0
,"1478","IVCurve_Voltage147","U16","0,1","V",,,"R","IV curve sweep voltage 147",,,0
,"1479","IVCurve_Current147","U16","0,01","A",,,"R","IV curve scan current 147",,,0
,"147A","IVCurve_Voltage148","U16","0,1","V",,,"R","IV curve sweep voltage 148",,,0
,"147B","IVCurve_Current148","U16","0,01","A",,,"R","IV curve scan current 148",,,0
,"147C","IVCurve_Voltage149","U16","0,1","V",,,"R","IV curve sweep voltage 149",,,0
,"147D","IVCurve_Current149","U16","0,01","A",,,"R","IV curve scan current 149",,,0
,"147E","IVCurve_Voltage150","U16","0,1","V",,,"R","IV curve sweep voltage 150",,,0
,"147F","IVCurve_Current150","U16","0,01","A",,,"R","IV curve scan current 150",,,0
,"1480","HistoryEventList_ID1","U16",,,,,"R","The latest 1st item of historical event ID",,,
,"1481","HistoryEventList_yM1","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"1482","HistoryEventList_dH1","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"1483","HistoryEventList_ms1","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"1484","HistoryEventList_ID2","U16",,,,,"R","The 2nd most recent historical event ID",,,
,"1485","HistoryEventList_yM2","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"1486","HistoryEventList_dH2","U16",,,,,"R","High byte: date;
Low byte: hour. """,,,
,"1487","HistoryEventList_ms2","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"1488","HistoryEventList_ID3","U16",,,,,"R","The 3rd most recent historical event ID",,,
,"1489","HistoryEventList_yM3","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"148A","HistoryEventList_dH3","U16",,,,,"R","High byte: date;
Low byte: hour. """,,,
,"148B","HistoryEventList_ms3","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"148C","HistoryEventList_ID4","U16",,,,,"R","The 4th most recent historical event ID",,,
,"148D","HistoryEventList_yM4","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"148E","HistoryEventList_dH4","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"148F","HistoryEventList_ms4","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"1490","HistoryEventList_ID5","U16",,,,,"R","The 5th most recent historical event ID",,,
,"1491","HistoryEventList_yM5","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"1492","HistoryEventList_dH5","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"1493","HistoryEventList_ms5","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"1494","HistoryEventList_ID6","U16",,,,,"R","The 6th most recent historical event ID",,,
,"1495","HistoryEventList_yM6","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"1496","HistoryEventList_dH6","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"1497","HistoryEventList_ms6","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"1498","HistoryEventList_ID7","U16",,,,,"R","The 7th most recent historical event ID",,,
,"1499","HistoryEventList_yM7","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"149A","HistoryEventList_dH7","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"149B","HistoryEventList_ms7","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"149C","HistoryEventList_ID8","U16",,,,,"R","The 8th most recent historical event ID",,,
,"149D","HistoryEventList_yM8","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"149E","HistoryEventList_dH8","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"149F","HistoryEventList_ms8","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14A0","HistoryEventList_ID9","U16",,,,,"R","The 9th most recent historical event ID",,,
,"14A1","HistoryEventList_yM9","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14A2","HistoryEventList_dH9","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14A3","HistoryEventList_ms9","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14A4","HistoryEventList_ID10","U16",,,,,"R","The 10th most recent historical event ID",,,
,"14A5","HistoryEventList_yM10","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14A6","HistoryEventList_dH10","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14A7","HistoryEventList_ms10","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14A8","HistoryEventList_ID11","U16",,,,,"R","The 11th most recent historical event ID",,,
,"14A9","HistoryEventList_yM11","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14AA","HistoryEventList_dH11","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14AB","HistoryEventList_ms11","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14AC","HistoryEventList_ID12","U16",,,,,"R","The 12th most recent historical event ID",,,
,"14AD","HistoryEventList_yM12","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14AE","HistoryEventList_dH12","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14AF","HistoryEventList_ms12","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14B0","HistoryEventList_ID13","U16",,,,,"R","The 13th most recent historical event ID",,,
,"14B1","HistoryEventList_yM13","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14B2","HistoryEventList_dH13","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14B3","HistoryEventList_ms13","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14B4","HistoryEventList_ID14","U16",,,,,"R","The 14th most recent historical event ID",,,
,"14B5","HistoryEventList_yM14","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14B6","HistoryEventList_dH14","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14B7","HistoryEventList_ms14","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14B8","HistoryEventList_ID15","U16",,,,,"R","The 15th most recent historical event ID",,,
,"14B9","HistoryEventList_yM15","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14BA","HistoryEventList_dH15","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14BB","HistoryEventList_ms15","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14BC","HistoryEventList_ID16","U16",,,,,"R","The 16th most recent historical event ID",,,
,"14BD","HistoryEventList_yM16","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14BE","HistoryEventList_dH16","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14BF","HistoryEventList_ms16","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14C0","HistoryEventList_ID17","U16",,,,,"R","The 17th most recent historical event ID",,,
,"14C1","HistoryEventList_yM17","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14C2","HistoryEventList_dH17","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14C3","HistoryEventList_ms17","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14C4","HistoryEventList_ID18","U16",,,,,"R","The 18th most recent historical event ID",,,
,"14C5","HistoryEventList_yM18","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14C6","HistoryEventList_dH18","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14C7","HistoryEventList_ms18","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14C8","HistoryEventList_ID19","U16",,,,,"R","The 19th most recent historical event ID",,,
,"14C9","HistoryEventList_yM19","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14CA","HistoryEventList_dH19","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14CB","HistoryEventList_ms19","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14CC","HistoryEventList_ID20","U16",,,,,"R","The 20th most recent historical event ID",,,
,"14CD","HistoryEventList_yM20","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14CE","HistoryEventList_dH20","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14CF","HistoryEventList_ms20","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14D0","HistoryEventList_ID21","U16",,,,,"R","The 21th most recent historical event ID",,,
,"14D1","HistoryEventList_yM21","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14D2","HistoryEventList_dH21","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14D3","HistoryEventList_ms21","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14D4","HistoryEventList_ID22","U16",,,,,"R","The 22th most recent historical event ID",,,
,"14D5","HistoryEventList_yM22","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14D6","HistoryEventList_dH22","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14D7","HistoryEventList_ms22","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14D8","HistoryEventList_ID23","U16",,,,,"R","The 23th most recent historical event ID",,,
,"14D9","HistoryEventList_yM23","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14DA","HistoryEventList_dH23","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14DB","HistoryEventList_ms23","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14DC","HistoryEventList_ID24","U16",,,,,"R","The 24th most recent historical event ID",,,
,"14DD","HistoryEventList_yM24","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14DE","HistoryEventList_dH24","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14DF","HistoryEventList_ms24","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14E0","HistoryEventList_ID25","U16",,,,,"R","The 25th most recent historical event ID",,,
,"14E1","HistoryEventList_yM25","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14E2","HistoryEventList_dH25","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14E3","HistoryEventList_ms25","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14E4","HistoryEventList_ID26","U16",,,,,"R","The 26th most recent historical event ID",,,
,"14E5","HistoryEventList_yM26","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14E6","HistoryEventList_dH26","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14E7","HistoryEventList_ms26","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14E8","HistoryEventList_ID27","U16",,,,,"R","The 27th most recent historical event ID",,,
,"14E9","HistoryEventList_yM27","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14EA","HistoryEventList_dH27","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14EB","HistoryEventList_ms27","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14EC","HistoryEventList_ID28","U16",,,,,"R","The 28th most recent historical event ID",,,
,"14ED","HistoryEventList_yM28","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14EE","HistoryEventList_dH28","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14EF","HistoryEventList_ms28","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14F0","HistoryEventList_ID29","U16",,,,,"R","The 29th most recent historical event ID",,,
,"14F1","HistoryEventList_yM29","U16",,,,,"R","High byte: the lower two digits of the year's decimal number;
Low byte: month. ",,,
,"14F2","HistoryEventList_dH29","U16",,,,,"R","High byte: date;
Low byte: hour.",,,
,"14F3","HistoryEventList_ms29","U16",,,,,"R","High byte: minutes;
Low byte: seconds.",,,
,"14F4","HistoryEventList_ID30","U16",,,,,"R","The 30th most recent historical event ID",,,
