,"Register address","Register DEC","Field","Type","Accuracy","Unit","Min","Max","Read/Write","Remarks","User",
,"1302",,,,,,,,,,,
,"1303",,,,,,,,,,,
,"1304","4868 ","Italay_Autotest_Result1","U16","0,1","V",,,"R","Italian automatic test 59.s1.
The first-level overvoltage protection value is set by default.",,
,"1305","4869 ","Italay_Autotest_Result2","U16",1,"ms",,,"R","Italian automatic test 59.s1.
The first-level overvoltage protection time is set by default.",,
,"1306","4870 ","Italay_Autotest_Result3","U16","0,1","V",,,"R","Italian automatic test 59.s1.
Test result of level 1 overvoltage protection value.",,
,"1307","4871 ","Italay_Autotest_Result4","U16",1,"ms",,,"R","Italian automatic test 59.s1.
The first level overvoltage protection time test result.",,
,"1308","4872 ","Italay_Autotest_Result5","U16","0,1","V",,,"R","Italian automatic test 59.s2.
The secondary overvoltage protection value is set by default.",,
,"1309","4873 ","Italay_Autotest_Result6","U16",1,"ms",,,"R","Italian automatic test 59.s2.
The second-level overvoltage protection time is set by default.",,
,"130A","4874 ","Italay_Autotest_Result7","U16","0,1","V",,,"R","Italian automatic test 59.s2.
Test result of secondary overvoltage protection value.",,
,"130B","4875 ","Italay_Autotest_Result8","U16",1,"ms",,,"R","Italian automatic test 59.s2.
Test result of secondary overvoltage protection time.",,
,"130C","4876 ","Italay_Autotest_Result9","U16","0,1","V",,,"R","Italian automatic test 27.s1.
The first-level undervoltage protection value is set by default.",,
,"130D","4877 ","Italay_Autotest_Result10","U16",1,"ms",,,"R","Italian automatic test 27.s1.
The first-level undervoltage protection time is set by default.",,
,"130E","4878 ","Italay_Autotest_Result11","U16","0,1","V",,,"R","Italian automatic test 27.s1.
The first level undervoltage protection value test result.",,
,"130F","4879 ","Italay_Autotest_Result12","U16",1,"ms",,,"R","Italian automatic test 27.s1.
The first level undervoltage protection time test result.",,
,"1310","4880 ","Italay_Autotest_Result13","U16","0,1","V",,,"R","Italian automatic test 27.s2.
The secondary undervoltage protection value is set by default.",,
,"1311","4881 ","Italay_Autotest_Result14","U16",1,"ms",,,"R","Italian automatic test 27.s2.
The second level undervoltage protection time is set by default.",,
,"1312","4882 ","Italay_Autotest_Result15","U16","0,1","V",,,"R","Italian automatic test 27.s2.
Test result of secondary undervoltage protection value.",,
,"1313","4883 ","Italay_Autotest_Result16","U16",1,"ms",,,"R","Italian automatic test 27.s2.
Test result of secondary undervoltage protection time.",,
,"1314","4884 ","Italay_Autotest_Result17","U16","0,01","Hz",,,"R","Italian automatic test 81>s1.
The first-level over-frequency protection value is set by default.",,
,"1315","4885 ","Italay_Autotest_Result18","U16",1,"ms",,,"R","Italian automatic test 81>s1.
The first-level over-frequency protection time is set by default.",,
,"1316","4886 ","Italay_Autotest_Result19","U16","0,01","Hz",,,"R","Italian automatic test 81>s1.
Test result of level 1 over-frequency protection value.",,
,"1317","4887 ","Italay_Autotest_Result20","U16",1,"ms",,,"R","Italian automatic test 81>s1.
The first level over-frequency protection time test result.",,
,"1318","4888 ","Italay_Autotest_Result21","U16","0,01","Hz",,,"R","Italian automatic test 81>s2.
The second-level over-frequency protection value is set by default.",,
,"1319","4889 ","Italay_Autotest_Result22","U16",1,"ms",,,"R","Italian automatic test 81>s2.
The second level over-frequency protection time is set by default.",,
,"131A","4890 ","Italay_Autotest_Result23","U16","0,01","Hz",,,"R","Italian automatic test 81>s2.
Test result of secondary over-frequency protection value.",,
,"131B","4891 ","Italay_Autotest_Result24","U16",1,"ms",,,"R","Italian automatic test 81>s2.
Test result of secondary over-frequency protection time.",,
,"131C","4892 ","Italay_Autotest_Result25","U16","0,01","Hz",,,"R","Italian automatic test 81<s1.
The first level under-frequency protection value is set by default.",,
,"131D","4893 ","Italay_Autotest_Result26","U16",1,"ms",,,"R","Italian automatic test 81<s1.
The first level under-frequency protection time is set by default.",,
,"131E","4894 ","Italay_Autotest_Result27","U16","0,01","Hz",,,"R","Italian automatic test 81<s1.
Test result of first-level under-frequency protection value.",,
,"131F","4895 ","Italay_Autotest_Result28","U16",1,"ms",,,"R","Italian automatic test 81<s1.
The first level under-frequency protection time test result.",,
,"1320","4896 ","Italay_Autotest_Result29","U16","0,01","Hz",,,"R","Italian automatic test 81<s2.
The second-level under-frequency protection value is set by default.",,
,"1321","4897 ","Italay_Autotest_Result30","U16",1,"ms",,,"R","Italian automatic test 81<s2.
The second level under-frequency protection time is set by default.",,
,"1322","4898 ","Italay_Autotest_Result31","U16","0,01","Hz",,,"R","Italian automatic test 81<s2.
Test result of secondary underfrequency protection value.",,
,"1323","4899 ","Italay_Autotest_Result32","U16",1,"ms",,,"R","Italian automatic test 81<s2.
Test result of secondary under-frequency protection time.",,
,"1324","4900 ","Italay_Autotest_Result33",,,,,,,"Italy automatic test result 33",,
,"1325","4901 ","Italay_Autotest_Result34",,,,,,,"Italy automatic test result 34",,
,"1326","4902 ","Italay_Autotest_Result35",,,,,,,"Italy automatic test result 35",,
,"1327","4903 ","Italay_Autotest_Result36",,,,,,,"Italy automatic test result 36",,
,"1328","4904 ","Italay_Autotest_Result37",,,,,,,"Italy automatic test result 37",,
,"1329","4905 ","Italay_Autotest_Result38",,,,,,,"Italy automatic test result 38",,
,"132A","4906 ","Italay_Autotest_Result39",,,,,,,"Italy automatic test result 39",,
,"132B","4907 ","Italay_Autotest_Result40",,,,,,,"Italian automatic test result 40",,
,"132C","4908 ","Italay_Autotest_Result41",,,,,,,"Italian automatic test result 41",,
,"132D","4909 ","Italay_Autotest_Result42",,,,,,,"Italian automatic test result 42",,
,"132E","4910 ","Italay_Autotest_Result43",,,,,,,"Italy automatic test result 43",,
,"132F","4911 ","Italay_Autotest_Result44",,,,,,,"Italy automatic test result 44",,
,"1330","4912 ","Italay_Autotest_Result45",,,,,,,"Italy automatic test result 45",,
,"1331","4913 ","Italay_Autotest_Result46",,,,,,,"Italy automatic test result 46",,
,"1332","4914 ","Italay_Autotest_Result47",,,,,,,"Italy automatic test result 47",,
,"1333","4915 ","Italay_Autotest_Result48",,,,,,,"Italy automatic test result 48",,
,,,,,,,,,,,,
,"1340","4928 ","AddressMask_Config_ReadOnly_Result2","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field plus 1 is located.
0 means invalid; 1 means valid. ",,
,"1341",,,,,,,,,,,
,"1342",,,,,,,,,,,
,"1343",,,,,,,,,,,
,"1344","4932 ","IVCurve_Voltage1","U16","0,1","V",,,"R","IV curve sweep voltage 1",,
,"1345","4933 ","IVCurve_Current1","U16","0,01","A",,,"R","IV curve sweep current 1",,
,"1346","4934 ","IVCurve_Voltage2","U16","0,1","V",,,"R","IV curve sweep voltage 2",,
,"1347","4935 ","IVCurve_Current2","U16","0,01","A",,,"R","IV curve scan current 2",,
,"1348","4936 ","IVCurve_Voltage3","U16","0,1","V",,,"R","IV curve sweep voltage 3",,
,"1349","4937 ","IVCurve_Current3","U16","0,01","A",,,"R","IV curve scan current 3",,
,"134A","4938 ","IVCurve_Voltage4","U16","0,1","V",,,"R","IV curve sweep voltage 4",,
,"134B","4939 ","IVCurve_Current4","U16","0,01","A",,,"R","IV curve scan current 4",,
,"134C","4940 ","IVCurve_Voltage5","U16","0,1","V",,,"R","IV curve sweep voltage 5",,
,"134D","4941 ","IVCurve_Current5","U16","0,01","A",,,"R","IV curve scan current 5",,
,"134E","4942 ","IVCurve_Voltage6","U16","0,1","V",,,"R","IV curve sweep voltage 6",,
,"134F","4943 ","IVCurve_Current6","U16","0,01","A",,,"R","IV curve scan current 6",,
,"1350","4944 ","IVCurve_Voltage7","U16","0,1","V",,,"R","IV curve sweep voltage 7",,
,"1351","4945 ","IVCurve_Current7","U16","0,01","A",,,"R","IV curve scan current 7",,
,"1352","4946 ","IVCurve_Voltage8","U16","0,1","V",,,"R","IV curve sweep voltage 8",,
,"1353","4947 ","IVCurve_Current8","U16","0,01","A",,,"R","IV curve scan current 8",,
,"1354","4948 ","IVCurve_Voltage9","U16","0,1","V",,,"R","IV curve sweep voltage 9",,
,"1355","4949 ","IVCurve_Current9","U16","0,01","A",,,"R","IV curve sweep current 9",,
,"1356","4950 ","IVCurve_Voltage10","U16","0,1","V",,,"R","IV curve sweep voltage 10",,
,"1357","4951 ","IVCurve_Current10","U16","0,01","A",,,"R","IV curve sweep current 10",,
,"1358","4952 ","IVCurve_Voltage11","U16","0,1","V",,,"R","IV curve sweep voltage 11",,
,"1359","4953 ","IVCurve_Current11","U16","0,01","A",,,"R","IV curve scan current 11",,
,"135A","4954 ","IVCurve_Voltage12","U16","0,1","V",,,"R","IV curve sweep voltage 12",,
,"135B","4955 ","IVCurve_Current12","U16","0,01","A",,,"R","IV curve scan current 12",,
,"135C","4956 ","IVCurve_Voltage13","U16","0,1","V",,,"R","IV curve sweep voltage 13",,
,"135D","4957 ","IVCurve_Current13","U16","0,01","A",,,"R","IV curve sweep current 13",,
,"135E","4958 ","IVCurve_Voltage14","U16","0,1","V",,,"R","IV curve sweep voltage 14",,
,"135F","4959 ","IVCurve_Current14","U16","0,01","A",,,"R","IV curve scan current 14",,
,"1360","4960 ","IVCurve_Voltage15","U16","0,1","V",,,"R","IV curve sweep voltage 15",,
,"1361","4961 ","IVCurve_Current15","U16","0,01","A",,,"R","IV curve scan current 15",,
,"1362","4962 ","IVCurve_Voltage16","U16","0,1","V",,,"R","IV curve sweep voltage 16",,
,"1363","4963 ","IVCurve_Current16","U16","0,01","A",,,"R","IV curve scan current 16",,
,"1364","4964 ","IVCurve_Voltage17","U16","0,1","V",,,"R","IV curve sweep voltage 17",,
,"1365","4965 ","IVCurve_Current17","U16","0,01","A",,,"R","IV curve scan current 17",,
,"1366","4966 ","IVCurve_Voltage18","U16","0,1","V",,,"R","IV curve sweep voltage 18",,
,"1367","4967 ","IVCurve_Current18","U16","0,01","A",,,"R","IV curve scan current 18",,
,"1368","4968 ","IVCurve_Voltage19","U16","0,1","V",,,"R","IV curve sweep voltage 19",,
,"1369","4969 ","IVCurve_Current19","U16","0,01","A",,,"R","IV curve scan current 19",,
,"136A","4970 ","IVCurve_Voltage20","U16","0,1","V",,,"R","IV curve sweep voltage 20",,
,"136B","4971 ","IVCurve_Current20","U16","0,01","A",,,"R","IV curve scan current 20",,
,"136C","4972 ","IVCurve_Voltage21","U16","0,1","V",,,"R","IV curve sweep voltage 21",,
,"136D","4973 ","IVCurve_Current21","U16","0,01","A",,,"R","IV curve scan current 21",,
,"136E","4974 ","IVCurve_Voltage22","U16","0,1","V",,,"R","IV curve scan voltage 22",,
,"136F","4975 ","IVCurve_Current22","U16","0,01","A",,,"R","IV curve scan current 22",,
,"1370","4976 ","IVCurve_Voltage23","U16","0,1","V",,,"R","IV curve scan voltage 23",,
,"1371","4977 ","IVCurve_Current23","U16","0,01","A",,,"R","IV curve scan current 23",,
,"1372","4978 ","IVCurve_Voltage24","U16","0,1","V",,,"R","IV curve sweep voltage 24",,
,"1373","4979 ","IVCurve_Current24","U16","0,01","A",,,"R","IV curve scan current 24",,
,"1374","4980 ","IVCurve_Voltage25","U16","0,1","V",,,"R","IV curve sweep voltage 25",,
,"1375","4981 ","IVCurve_Current25","U16","0,01","A",,,"R","IV curve scan current 25",,
,"1376","4982 ","IVCurve_Voltage26","U16","0,1","V",,,"R","IV curve sweep voltage 26",,
,"1377","4983 ","IVCurve_Current26","U16","0,01","A",,,"R","IV curve scan current 26",,
,"1378","4984 ","IVCurve_Voltage27","U16","0,1","V",,,"R","IV curve scan voltage 27",,
,"1379","4985 ","IVCurve_Current27","U16","0,01","A",,,"R","IV curve scan current 27",,
,"137A","4986 ","IVCurve_Voltage28","U16","0,1","V",,,"R","IV curve sweep voltage 28",,
,"137B","4987 ","IVCurve_Current28","U16","0,01","A",,,"R","IV curve scan current 28",,
,"137C","4988 ","IVCurve_Voltage29","U16","0,1","V",,,"R","IV curve sweep voltage 29",,
,"137D","4989 ","IVCurve_Current29","U16","0,01","A",,,"R","IV curve scan current 29",,
,"137E","4990 ","IVCurve_Voltage30","U16","0,1","V",,,"R","IV curve sweep voltage 30",,
,"137F","4991 ","IVCurve_Current30","U16","0,01","A",,,"R","IV curve scan current 30",,
,"1380","4992 ","AddressMask_Config_ReadOnly_Result3","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid",,
,"1381",,,,,,,,,,,
,"1382",,,,,,,,,,,
,"1383",,,,,,,,,,,
,"1384","4996 ","IVCurve_Voltage31","U16","0,1","V",,,"R","IV curve sweep voltage 31",,
,"1385","4997 ","IVCurve_Current31","U16","0,01","A",,,"R","IV curve scan current 31",,
,"1386","4998 ","IVCurve_Voltage32","U16","0,1","V",,,"R","IV curve scan voltage 32",,
,"1387","4999 ","IVCurve_Current32","U16","0,01","A",,,"R","IV curve scan current 32",,
,"1388","5000 ","IVCurve_Voltage33","U16","0,1","V",,,"R","IV curve sweep voltage 33",,
,"1389","5001 ","IVCurve_Current33","U16","0,01","A",,,"R","IV curve scan current 33",,
,"138A","5002 ","IVCurve_Voltage34","U16","0,1","V",,,"R","IV curve sweep voltage 34",,
,"138B","5003 ","IVCurve_Current34","U16","0,01","A",,,"R","IV curve scan current 34",,
,"138C","5004 ","IVCurve_Voltage35","U16","0,1","V",,,"R","IV curve scan voltage 35",,
,"138D","5005 ","IVCurve_Current35","U16","0,01","A",,,"R","IV curve scan current 35",,
,"138E","5006 ","IVCurve_Voltage36","U16","0,1","V",,,"R","IV curve scan voltage 36",,
,"138F","5007 ","IVCurve_Current36","U16","0,01","A",,,"R","IV curve scan current 36",,
,"1390","5008 ","IVCurve_Voltage37","U16","0,1","V",,,"R","IV curve sweep voltage 37",,
,"1391","5009 ","IVCurve_Current37","U16","0,01","A",,,"R","IV curve scan current 37",,
,"1392","5010 ","IVCurve_Voltage38","U16","0,1","V",,,"R","IV curve sweep voltage 38",,
,"1393","5011 ","IVCurve_Current38","U16","0,01","A",,,"R","IV curve scan current 38",,
,"1394","5012 ","IVCurve_Voltage39","U16","0,1","V",,,"R","IV curve sweep voltage 39",,
,"1395","5013 ","IVCurve_Current39","U16","0,01","A",,,"R","IV curve scan current 39",,
,"1396","5014 ","IVCurve_Voltage40","U16","0,1","V",,,"R","IV curve sweep voltage 40",,
,"1397","5015 ","IVCurve_Current40","U16","0,01","A",,,"R","IV curve scan current 40",,
,"1398","5016 ","IVCurve_Voltage41","U16","0,1","V",,,"R","IV curve sweep voltage 41",,
,"1399","5017 ","IVCurve_Current41","U16","0,01","A",,,"R","IV curve scan current 41",,
,"139A","5018 ","IVCurve_Voltage42","U16","0,1","V",,,"R","IV curve sweep voltage 42",,
,"139B","5019 ","IVCurve_Current42","U16","0,01","A",,,"R","IV curve scan current 42",,
,"139C","5020 ","IVCurve_Voltage43","U16","0,1","V",,,"R","IV curve scan voltage 43",,
,"139D","5021 ","IVCurve_Current43","U16","0,01","A",,,"R","IV curve scan current 43",,
,"139E","5022 ","IVCurve_Voltage44","U16","0,1","V",,,"R","IV curve sweep voltage 44",,
,"139F","5023 ","IVCurve_Current44","U16","0,01","A",,,"R","IV curve scan current 44",,
,"13A0","5024 ","IVCurve_Voltage45","U16","0,1","V",,,"R","IV curve sweep voltage 45",,
,"13A1","5025 ","IVCurve_Current45","U16","0,01","A",,,"R","IV curve scan current 45",,
,"13A2","5026 ","IVCurve_Voltage46","U16","0,1","V",,,"R","IV curve scan voltage 46",,
,"13A3","5027 ","IVCurve_Current46","U16","0,01","A",,,"R","IV curve scan current 46",,
,"13A4","5028 ","IVCurve_Voltage47","U16","0,1","V",,,"R","IV curve scan voltage 47",,
,"13A5","5029 ","IVCurve_Current47","U16","0,01","A",,,"R","IV curve scan current 47",,
,"13A6","5030 ","IVCurve_Voltage48","U16","0,1","V",,,"R","IV curve scan voltage 48",,
,"13A7","5031 ","IVCurve_Current48","U16","0,01","A",,,"R","IV curve scan current 48",,
,"13A8","5032 ","IVCurve_Voltage49","U16","0,1","V",,,"R","IV curve sweep voltage 49",,
,"13A9","5033 ","IVCurve_Current49","U16","0,01","A",,,"R","IV curve scan current 49",,
,"13AA","5034 ","IVCurve_Voltage50","U16","0,1","V",,,"R","IV curve sweep voltage 50",,
,"13AB","5035 ","IVCurve_Current50","U16","0,01","A",,,"R","IV curve scan current 50",,
,"13AC","5036 ","IVCurve_Voltage51","U16","0,1","V",,,"R","IV curve scan voltage 51",,
,"13AD","5037 ","IVCurve_Current51","U16","0,01","A",,,"R","IV curve scan current 51",,
,"13AE","5038 ","IVCurve_Voltage52","U16","0,1","V",,,"R","IV curve scan voltage 52",,
,"13AF","5039 ","IVCurve_Current52","U16","0,01","A",,,"R","IV curve scan current 52",,
,"13B0","5040 ","IVCurve_Voltage53","U16","0,1","V",,,"R","IV curve sweep voltage 53",,
,"13B1","5041 ","IVCurve_Current53","U16","0,01","A",,,"R","IV curve scan current 53",,
,"13B2","5042 ","IVCurve_Voltage54","U16","0,1","V",,,"R","IV curve sweep voltage 54",,
,"13B3","5043 ","IVCurve_Current54","U16","0,01","A",,,"R","IV curve scan current 54",,
,"13B4","5044 ","IVCurve_Voltage55","U16","0,1","V",,,"R","IV curve sweep voltage 55",,
,"13B5","5045 ","IVCurve_Current55","U16","0,01","A",,,"R","IV curve scan current 55",,
,"13B6","5046 ","IVCurve_Voltage56","U16","0,1","V",,,"R","IV curve sweep voltage 56",,
,"13B7","5047 ","IVCurve_Current56","U16","0,01","A",,,"R","IV curve scan current 56",,
,"13B8","5048 ","IVCurve_Voltage57","U16","0,1","V",,,"R","IV curve sweep voltage 57",,
,"13B9","5049 ","IVCurve_Current57","U16","0,01","A",,,"R","IV curve scan current 57",,
,"13BA","5050 ","IVCurve_Voltage58","U16","0,1","V",,,"R","IV curve sweep voltage 58",,
,"13BB","5051 ","IVCurve_Current58","U16","0,01","A",,,"R","IV curve scan current 58",,
,"13BC","5052 ","IVCurve_Voltage59","U16","0,1","V",,,"R","IV curve sweep voltage 59",,
,"13BD","5053 ","IVCurve_Current59","U16","0,01","A",,,"R","IV curve scan current 59",,
,"13BE","5054 ","IVCurve_Voltage60","U16","0,1","V",,,"R","IV curve sweep voltage 60",,
,"13BF","5055 ","IVCurve_Current60","U16","0,01","A",,,"R","IV curve scan current 60",,
,"13C0","5056 ","AddressMask_Config_ReadOnly_Result4","U64",,,,,"R","Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid",,
,"13C1",,,,,,,,,,,
,"13C2",,,,,,,,,,,
,"13C3",,,,,,,,,,,
,"13C4","5060 ","IVCurve_Voltage61","U16","0,1","V",,,"R","IV curve sweep voltage 61",,
,"13C5","5061 ","IVCurve_Current61","U16","0,01","A",,,"R","IV curve scan current 61",,
